DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
20-Sep-2022,350.1,354.8,338.05,342.95,21073,
21-Sep-2022,353,353,341,348.25,30433,
22-Sep-2022,365,365,341,342.7,16631,
25-Sep-2022,347,347,303.6,332.2,50826,
26-Sep-2022,335.45,370,330,332.35,38713,
27-Sep-2022,340,340,330.1,335.95,17430,
28-Sep-2022,335.95,340.45,330,333.05,22501,
29-Sep-2022,334,342,330.2,338.15,18994,
02-Oct-2022,343,343.15,332,335.2,21378,
03-Oct-2022,339.85,356,338.8,345.6,33334,
05-Oct-2022,353.5,353.5,343.25,347.4,21897,
06-Oct-2022,350,350.05,343.5,344.85,17218,
09-Oct-2022,344.85,346.95,340.2,346.05,9981,
10-Oct-2022,346.9,348.4,333.2,335.85,16112,
11-Oct-2022,342.55,342.55,331,332.35,13205,
12-Oct-2022,331.5,363,331.5,353.65,62149,
13-Oct-2022,362.85,371.95,339.6,342.65,72857,
16-Oct-2022,342.65,352.15,334.05,343.8,46438,
17-Oct-2022,350,365,342,362.05,110162,
18-Oct-2022,364.8,373.15,352,356.65,54318,
19-Oct-2022,361,367,346,347.5,103167,
20-Oct-2022,349,350.95,332,335.05,44611,
23-Oct-2022,344,345,336.55,340.4,10467,
24-Oct-2022,340.4,344.1,329.7,333.45,25387,
26-Oct-2022,331,340,331,335,21401,
27-Oct-2022,337,339.45,320,322.65,32411,
30-Oct-2022,327,327.9,323,324.45,14519,
31-Oct-2022,325,326.45,320.35,321.25,22869,
01-Nov-2022,323,329.95,318.1,321.75,38206,
02-Nov-2022,317.05,324.35,317.05,319.35,15069,
03-Nov-2022,320,324,318.95,320.45,15391,
06-Nov-2022,328,328,321,326.75,13733,
08-Nov-2022,326.75,328.95,320.6,321.8,20494,
09-Nov-2022,325.45,325.45,313,314.6,35331,
10-Nov-2022,319.45,322,316,318.55,33787,
13-Nov-2022,320,321.95,310.35,314.5,16676,
14-Nov-2022,319,319,310.3,314,20470,
15-Nov-2022,319,319,313.55,315.6,15017,
16-Nov-2022,319,319,310,311.95,13513,
17-Nov-2022,317,317,311,314.55,13838,
20-Nov-2022,318,318,303.35,307.5,35617,
21-Nov-2022,307.35,311.95,305,306.6,17948,
22-Nov-2022,307.75,316,305.55,314.8,34364,
23-Nov-2022,320,320,309.5,312.2,27039,
24-Nov-2022,317,317.45,302.65,311.8,39574,
27-Nov-2022,314.45,316.85,309.55,312.45,19283,
28-Nov-2022,315.55,315.55,306,308.5,36909,
29-Nov-2022,310.95,318.9,309.15,313.15,48612,
30-Nov-2022,317.25,318,310.35,314.65,18251,
01-Dec-2022,316,333.9,310.55,328.25,121685,
04-Dec-2022,328.25,331.25,321,323.4,45913,
05-Dec-2022,326.65,330,320,328.45,40669,
06-Dec-2022,335,350.9,325.4,330.95,314028,
07-Dec-2022,337,338,330,331.9,29938,
08-Dec-2022,335.2,335.2,320,324,27042,
11-Dec-2022,324,328.95,318.35,324.1,20585,
12-Dec-2022,324,327.9,324,325.5,19619,
13-Dec-2022,327.5,334,324,327.5,31174,
14-Dec-2022,330.3,330.3,321.15,323.65,18310,
15-Dec-2022,321.45,327.5,321.1,324.5,16839,
18-Dec-2022,321,326.5,317.3,319.9,13979,
19-Dec-2022,320.1,324.65,316.6,319.4,15344,
20-Dec-2022,319,321,306.9,309.4,43977,
21-Dec-2022,310,312.45,295.05,299.8,38926,
22-Dec-2022,296,305,289.05,298.5,40333,
25-Dec-2022,304.5,317,300.15,309.35,23157,
26-Dec-2022,307,315,307,311.05,14751,
27-Dec-2022,314.15,314.15,304.1,306.3,21230,
28-Dec-2022,306.4,308.85,301.1,305.3,14722,
29-Dec-2022,306.8,309,305.55,307.55,7900,
01-Jan-2023,309,316.75,305.05,314.95,15362,
02-Jan-2023,310.2,321.65,310.2,320.3,28187,
03-Jan-2023,321.6,324.95,311.4,314.4,22561,
04-Jan-2023,317.9,318.4,311.1,313,20137,
05-Jan-2023,312.6,317.6,310.2,312.3,8232,
08-Jan-2023,317,318,314,315.5,29311,
09-Jan-2023,319,319,310.1,314.65,27805,
10-Jan-2023,319,329,295.55,312.75,124602,
11-Jan-2023,329,351.7,320.8,323.3,1080852,
12-Jan-2023,322.9,328.45,316.4,319.05,113541,
15-Jan-2023,319.05,322,313.6,315.05,64724,
16-Jan-2023,317.9,320,308,311.35,56001,
17-Jan-2023,313.85,319,307.65,313.2,55528,
18-Jan-2023,312,315.65,308.5,309.1,32733,
19-Jan-2023,309.05,312.9,305,306.4,27211,
22-Jan-2023,306.4,307.85,300,301.35,30730,
23-Jan-2023,302.3,307.15,300.75,303.75,36262,
24-Jan-2023,303.55,304.95,300.6,302.2,18027,
26-Jan-2023,303.45,303.45,291.2,298.2,41011,
29-Jan-2023,298.2,303.2,294,295.65,19543,
30-Jan-2023,300,302,294.05,297.65,15355,
31-Jan-2023,302.05,303.25,288,291.1,16127,
01-Feb-2023,290,294.35,287,287.8,19816,
02-Feb-2023,298.7,298.7,285,287.3,27885,
05-Feb-2023,287.3,294.4,286,293.55,21030,
06-Feb-2023,297,297,290.05,294.1,20067,
07-Feb-2023,294.95,303.55,293.8,302,37255,
08-Feb-2023,305.05,306,294.1,295.55,11540,
09-Feb-2023,296,299.45,293.55,294.9,7251,
12-Feb-2023,300,300,292,292.4,9090,
13-Feb-2023,293,296.85,283,285.8,19102,
14-Feb-2023,286,286.65,281.6,284.85,13497,
15-Feb-2023,286,293.55,281.35,291,25847,
16-Feb-2023,294.9,294.9,290.55,291.35,11562,
19-Feb-2023,294,294,288,288.2,11987,
20-Feb-2023,289.5,291.85,283.8,285.6,13752,
21-Feb-2023,286.1,289.6,284.55,286.2,11135,
22-Feb-2023,285.9,289.9,284.85,285.9,6559,
23-Feb-2023,281.85,286.95,281,282.2,12791,
26-Feb-2023,281,284.95,271,272.25,26790,
27-Feb-2023,275.9,277.4,271.3,274.35,10447,
28-Feb-2023,277,278.9,272.05,277.35,217770,
01-Mar-2023,285,285,270.1,272.8,32147,
02-Mar-2023,275.85,283,272.05,278.4,50000,
05-Mar-2023,314.6,327.55,296,298.7,480694,
07-Mar-2023,303.15,304.8,289.05,297.15,70763,
08-Mar-2023,300.1,301.55,296,297.8,27030,
09-Mar-2023,301,303,294.15,299.85,19285,
12-Mar-2023,300,303.3,279.95,285,49158,
13-Mar-2023,284.25,290.9,279.8,282.4,30651,
14-Mar-2023,283,290.9,283,285.75,19572,
15-Mar-2023,285.75,290,280.45,286.75,20720,
16-Mar-2023,291.05,299,288,291.5,19700,
19-Mar-2023,291.55,294.95,280,283.6,19494,
20-Mar-2023,283.6,290.15,283.6,286.75,10402,
21-Mar-2023,290.95,290.95,281.15,284.9,22414,
22-Mar-2023,284.9,289.9,281.7,284,15433,
23-Mar-2023,284.2,286.4,282.3,284.45,13351,
26-Mar-2023,288.65,295.05,275.5,280.6,22581,
27-Mar-2023,280.05,283.95,274.05,275.4,18697,
28-Mar-2023,279.45,279.45,274,274.95,11457,
30-Mar-2023,277.1,286.4,277.1,283,22219,
02-Apr-2023,285,288.95,280.4,285.05,16605,
04-Apr-2023,285.5,289,283.55,286.65,8660,
05-Apr-2023,288.5,290.65,286.1,289.65,9165,
09-Apr-2023,294,294,285,286.95,12782,
10-Apr-2023,286.5,301.65,286.5,293.85,32631,
11-Apr-2023,297,297.6,294.05,295.45,11379,
12-Apr-2023,298,298,292,294.15,6263,
16-Apr-2023,295,295,290.1,292.25,8283,
