DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
23-Jan-2023,22756.1,22868.95,22640.5,22748.55,849,
24-Jan-2023,22605,22799.9,22420.3,22706.6,845,
26-Jan-2023,22679.95,22744.25,22265.25,22600.5,1854,
29-Jan-2023,22405,22839.95,22275.2,22778.2,1080,
30-Jan-2023,22645.2,23685.85,22400,23329.05,5519,
31-Jan-2023,23329.05,23439.15,22550,22645.45,2366,
01-Feb-2023,22696,23200,22513,23140.5,2473,
02-Feb-2023,23149,23149,22842.8,23033.45,971,
05-Feb-2023,23100,23189.15,22500,22612.4,1316,
06-Feb-2023,22677.95,23198,22641.2,22900.05,1490,
07-Feb-2023,22900.05,23500,22750.4,23117.8,19538,
08-Feb-2023,23250,23994.95,23250,23528.35,18960,
09-Feb-2023,23630,23969,23323,23420.35,2825,
12-Feb-2023,23310,23420.3,22813.05,22956.95,1279,
13-Feb-2023,22999,22999,22251,22376.35,3087,
14-Feb-2023,22302,22579.95,21500,21554,48590,
15-Feb-2023,21700,22400,21558,22263.5,7205,
16-Feb-2023,22200,22356.8,21951.55,22177.05,12667,
19-Feb-2023,22180,22387.45,21862.6,22085.05,4923,
20-Feb-2023,22099.95,22350.5,22063,22212.35,1198,
21-Feb-2023,22348,22348,21700,21809,2414,
22-Feb-2023,21949.95,22439.95,21600,22091.15,88819,
23-Feb-2023,22290,22550,21700.05,21853.65,4986,
26-Feb-2023,22000,22265,21650,21944.5,4044,
27-Feb-2023,22100,23199,21970.65,22888.85,11895,
28-Feb-2023,22750,22888.7,22403.55,22655.9,2988,
01-Mar-2023,22748.95,23360.1,22689.6,23315.3,4282,
02-Mar-2023,23160,23349.95,23160,23202.8,2485,
05-Mar-2023,23160.05,23464.4,23100.25,23406.3,3650,
07-Mar-2023,23498.9,23888,23248.75,23627.3,3726,
08-Mar-2023,23699,23801,23400,23536.2,2385,
09-Mar-2023,23587.95,23699.5,23330.35,23582.8,8042,
12-Mar-2023,23582.8,23707.15,23301.35,23540.1,5496,
13-Mar-2023,23743.75,23743.75,22884.85,23103.15,2087,
14-Mar-2023,23373.95,23417.95,23169.65,23371.1,1333,
15-Mar-2023,23500,23500,22851.7,22982.45,2827,
16-Mar-2023,23163.1,23350,22880,22936.35,1281,
19-Mar-2023,23198,23198,22125,22916.4,7292,
20-Mar-2023,22996,23198.9,22602,22733,2017,
21-Mar-2023,22890,22899.85,22200,22350.75,1807,
22-Mar-2023,22386,22568,21741.2,21783.35,3256,
23-Mar-2023,21900,22527.95,21730,22323.05,2615,
26-Mar-2023,22323.05,22879.75,22204.6,22752.6,3456,
27-Mar-2023,22751,22948,22208.4,22768.4,4724,
28-Mar-2023,22650,23250,22589,23095,1977,
30-Mar-2023,23095.95,23284.4,22800,22963.85,2677,
02-Apr-2023,23189.95,23189.95,22572.1,22669.1,2155,
04-Apr-2023,22699.8,22783.65,22440.05,22667.65,3427,
05-Apr-2023,22700,23400,22261.55,23328.25,5069,
09-Apr-2023,23400,23400,22700,22780.45,2474,
10-Apr-2023,22846,23409.95,22808.7,23281.9,2655,
11-Apr-2023,23200,23280.85,23000.1,23031.9,1263,
12-Apr-2023,23035,23300,22698.95,22861.6,2381,
16-Apr-2023,22920.05,23000,22750,22966.3,2138,
17-Apr-2023,22978,22999.7,22766.5,22839,1136,
18-Apr-2023,22919,22978.95,22700,22777.45,970,
19-Apr-2023,22878,22878,22540,22627.85,3268,
20-Apr-2023,22658.9,22714.7,22300,22347.9,1055,
23-Apr-2023,22400,22765.5,22125.25,22412.95,6232,
24-Apr-2023,22382.95,22800,22160.75,22296.2,23477,
25-Apr-2023,22296.2,22550,22259.35,22425.7,3083,
26-Apr-2023,22449.95,22650,22327.1,22611.75,2202,
27-Apr-2023,22600.1,22679.95,22296.2,22548.2,2270,
01-May-2023,22548.2,22580,22356,22390,2285,
02-May-2023,22359.95,23100,22201,23016.25,3358,
03-May-2023,23000,23666.6,22862.15,23529.95,9294,
04-May-2023,23500,23794,23200,23387.55,3118,
07-May-2023,23400,24076.2,23400,23785.65,2469,
08-May-2023,23785.65,24089.9,23785.05,23927.45,13938,
09-May-2023,24098.95,24113.4,23550.1,23669.1,1289,
10-May-2023,23800,23999.8,23511,23601.3,1238,
11-May-2023,23602.4,23948.65,23251.05,23495.6,9516,
14-May-2023,23534.45,23617.65,23195,23233.45,4389,
15-May-2023,23205,23384.4,23201,23299.25,7150,
16-May-2023,23207,23469.9,23001,23312.75,1948,
17-May-2023,23312.8,23500,23312.75,23363.35,620,
18-May-2023,23398.05,24004,23340,23911.9,2607,
21-May-2023,23911.9,24439.85,23854.85,24304.25,3854,
22-May-2023,24299.95,24299.95,23904.1,24062.55,1770,
23-May-2023,24062.55,24400,24044.45,24283.15,1337,
24-May-2023,24283.15,24400,23828.25,23962.05,1093,
25-May-2023,23962,24600,23823.85,24216.55,3086,
28-May-2023,24226.5,24341.45,23939.95,24147.25,1365,
29-May-2023,24160,25077.95,23805,24817.45,12792,
30-May-2023,25000,25319,24617.9,25153.45,7874,
31-May-2023,25153.45,26450,25014.1,26290.7,9503,
